date,time,temperature,humidity,light,rainfall_5min,rainfall_1hour,wind_speed,wind_direction,atmospheric_pressure
2024/09/01,12:08,30.8,83.6,11891,0,,0,north,972
2024/09/01,12:13,30.6,85.1,9148,0,,0,northwest,972
2024/09/01,12:18,31.4,84,9148,0,,0,northwest,972
2024/09/01,12:23,31.2,84.2,12806,0,,0,northwest,972
2024/09/01,12:28,31.6,84.3,10585,0,,0,west,972
2024/09/01,12:33,31,83.2,61550,0,,0,northwest,972
2024/09/01,12:38,32,76.5,86510,0,,0,west,972
2024/09/01,12:43,32.1,80.7,11369,0,,0,west,972
2024/09/01,12:48,31.6,83.5,12545,0,,0,southwest,972
2024/09/01,12:53,32.2,79.9,12022,0,,0,west,972
2024/09/01,12:53,32.2,79.9,12022,0,,0,west,972
2024/09/01,12:58,32.7,84.7,11369,0,,0,west,972
2024/09/01,13:03,33.8,71.8,84289,0,0,0,southwest,972
2024/09/01,13:08,33.3,79.1,40641,0,,0,southwest,972
2024/09/01,13:13,32,77.2,78669,0,,0,west,972
2024/09/01,13:18,32.9,76.5,84419,0,,0,southwest,972
2024/09/01,13:23,32.5,71.9,10324,0,,0,southwest,972
2024/09/01,13:28,33.7,74.9,87425,0,,0,southwest,972
2024/09/01,13:28,33.7,74.9,87425,0,,0,southwest,972
2024/09/01,13:33,33.2,72.1,90692,0,,0,southwest,972
2024/09/01,13:38,34.5,73.6,89516,0,,0,southwest,972
2024/09/01,13:43,33.2,71.7,35022,0,,0,southwest,972
2024/09/01,13:48,35.4,66.4,91214,0,,0,southwest,972
2024/09/01,13:53,33.7,69,86902,0,,0,southwest,972
2024/09/01,13:53,33.7,69,86902,0,,0,southwest,972
2024/09/01,13:58,33.5,69.9,61811,0,,0,south,972
2024/09/01,14:03,33.2,72.4,92783,0,0,0,west,972
2024/09/01,14:03,33.2,72.4,92783,0,,0,west,972
2024/09/01,14:08,33,75.4,7710,0,,0,southwest,971
2024/09/01,14:13,34.2,70.1,89908,0,,0,northwest,972
2024/09/01,14:18,33.6,70.7,61681,0,,0,south,972
2024/09/01,14:23,33.1,69.7,88078,0,,0,southwest,972
2024/09/01,14:28,33.5,69.1,10193,0,,0,south,972
2024/09/01,14:33,32.9,71.6,80237,0,,0,southwest,972
2024/09/01,14:38,33.6,71.2,14113,0,,0,south,972
2024/09/01,14:43,33.4,70.2,84289,0,,0,southeast,972
2024/09/01,14:48,32.5,73.6,36067,0,,0,southwest,972
2024/09/01,14:53,31.9,79.3,19210,0,,0,south,972
2024/09/01,14:58,31,79.6,18818,0,,0,northwest,972
2024/09/01,15:03,32.6,81.2,62987,0,0,0,northeast,972
2024/09/01,15:08,33.3,71.8,17380,0,,0,east,972
2024/09/01,15:13,32.7,73.2,70175,0,,0,southeast,972
2024/09/01,15:18,31.7,77.2,16465,0,,0,southeast,972
2024/09/01,15:23,31.1,78.8,53579,0,,0,southeast,972
2024/09/01,15:28,31.8,74.4,63641,0,,0,north,972
2024/09/01,15:33,32.4,72,19863,0,,0,northeast,972
2024/09/01,15:38,31.2,78.8,11761,0,,0,southeast,972
2024/09/01,15:43,31,78,8102,0,,0,west,972
2024/09/01,15:48,30.6,80.1,7971,0,,0,southeast,972
2024/09/01,15:53,30.2,81,6795,0,,0,west,972
2024/09/01,15:58,30.3,80.9,4443,0,,0,southwest,972
2024/09/01,16:03,30.1,79.1,5357,0,0,0,west,972
2024/09/01,16:08,30.2,80.4,5881,0,,0,south,972
2024/09/01,16:13,30.1,80.4,4835,0,,0,west,972
2024/09/01,16:18,29.9,81.9,2875,0,,0,southwest,972
2024/09/01,16:23,29.6,84.3,2744,0,,0,southwest,972
2024/09/01,16:28,29.6,82,3659,0,,0,northwest,972
2024/09/01,16:33,29.7,82,2744,0,,0,northwest,972
2024/09/01,16:38,29.9,86.4,3659,0,,0,northwest,972
2024/09/01,16:43,29.8,86.6,3659,0,,0,northwest,972
2024/09/01,16:48,29.2,90,3005,0,,0,west,972
2024/09/01,16:53,29,90,2744,0,,0,northwest,972
2024/09/01,16:58,28.5,90,3397,0,,0,northwest,972
2024/09/01,17:03,29.1,90,13460,0,0,0,northwest,972
2024/09/01,17:08,29.4,90,12806,0,,0,northwest,972
2024/09/01,17:13,29.1,90,9539,0,,0,north,972
2024/09/01,17:18,29,90,8233,0,,0,northwest,972
2024/09/01,17:23,28.8,90,6926,0,,0,northwest,972
2024/09/01,17:28,28.3,90,4704,0,,0,northwest,972
2024/09/01,17:33,27.7,90,3528,0,,0,northwest,972
2024/09/01,17:38,27.4,90,1829,0,,0,west,972
2024/09/01,17:43,26.8,90,784,0,,0,west,972
2024/09/01,17:48,26.3,90,523,0,,0,northwest,973
2024/09/01,17:53,26,90,261,0,,0,west,973
2024/09/01,17:58,25.9,90,130,0,,0,west,973
2024/09/01,18:03,25.8,90,130,0,0,0,west,973
2024/09/01,18:08,25.6,90,130,0,,0,west,973
2024/09/01,18:13,25.4,90,0,0,,0,west,973
2024/09/01,18:18,25.4,90,0,0,,0,west,973
2024/09/01,18:23,25.3,90,0,0,,0,west,973
2024/09/01,18:28,25.2,90,0,0,,0,west,973
2024/09/01,18:33,25.1,90,0,0,,0,west,973
2024/09/01,18:38,25,90,0,0,,0,west,973
2024/09/01,18:43,24.9,90,0,0,,0,west,973
2024/09/01,18:48,24.9,90,0,0,,0,west,973
2024/09/01,18:53,25,90,,0,,0,west,973
2024/09/01,18:58,24.9,90,,0,,0,west,973
2024/09/01,19:03,24.6,90,,0,0,0,west,973
2024/09/01,19:08,24.7,90,,0,,0,west,974
2024/09/01,19:13,24.7,90,,0,,0,west,974
2024/09/01,19:18,24.7,90,,0,,0,west,973
2024/09/01,19:23,24.5,90,,0,,0,west,974
2024/09/01,19:28,24.4,90,,0,,0,west,974
2024/09/01,19:33,24.3,90,,0,,0,west,974
2024/09/01,19:38,24.2,90,,0,,0,west,974
2024/09/01,19:43,24.1,90,,0,,0,west,974
2024/09/01,19:48,24.2,90,,0,,0,west,974
2024/09/01,19:53,24.2,90,,0,,0,west,974
2024/09/01,19:58,24.1,90,,0,,0,west,974
2024/09/01,20:03,24.2,90,,0,0,0,west,974
2024/09/01,20:08,24.1,90,,0,,0,west,974
2024/09/01,20:13,24.2,90,,0,,0,west,974
2024/09/01,20:18,24.3,90,,0,,0,west,974
2024/09/01,20:23,24.1,90,,0,,0,west,974
2024/09/01,20:28,24.1,90,,0,,0,west,974
2024/09/01,20:33,24.3,90,,0,,0,west,974
2024/09/01,20:38,24.4,90,,0,,0,west,974
2024/09/01,20:43,24.2,90,,0,,0,west,974
2024/09/01,20:48,24.2,90,,0,,0,west,974
2024/09/01,20:53,24.2,90,,0,,0,west,974
2024/09/01,20:58,24.3,90,,0,,0,west,974
2024/09/01,21:03,24.4,90,,0,0,0,west,974
2024/09/01,21:08,24.4,90,,0,,0,west,974
2024/09/01,21:13,24.3,90,,0,,0,northwest,974
2024/09/01,21:18,24.2,90,,0,,0,west,974
2024/09/01,21:23,24.2,90,,0,,0,west,974
2024/09/01,21:28,24.3,90,,0,,0,west,974
2024/09/01,21:33,24.3,90,,0,,0,west,974
2024/09/01,21:38,24.3,90,,0,,0,west,974
2024/09/01,21:43,24.3,90,,0,,0,west,974
2024/09/01,21:48,24.3,90,,0,,0,west,974
2024/09/01,21:53,24.3,90,,0,,0,west,974
2024/09/01,21:58,24.3,90,,0,,0,west,974
2024/09/01,22:03,24.3,90,,0,0,0,west,974
2024/09/01,22:08,24.2,90,,0,,0,west,974
2024/09/01,22:08,24.2,90,,0,,0,west,974
2024/09/01,22:13,24.2,90,,0,,0,west,974
2024/09/01,22:18,24.1,90,,0,,0,west,974
2024/09/01,22:23,24.1,90,,0,,0,northwest,974
2024/09/01,22:28,24,90,,0,,0,northwest,974
2024/09/01,22:33,24,90,,0,,0,west,974
2024/09/01,22:38,24,90,,0,,0,west,974
2024/09/01,22:42,23.9,90,,0,,0,west,974
2024/09/01,22:48,24,90,,0,,0,southwest,974
2024/09/01,22:53,24,90,,0,,0,southwest,973
2024/09/01,22:58,24,90,,0,,0,west,973
2024/09/01,23:03,23.9,90,,0,0,0,west,973
2024/09/01,23:08,23.8,90,,0,,0,west,973
2024/09/01,23:13,23.8,90,,0,,0,west,973
2024/09/01,23:18,23.7,90,,0,,0,west,973
2024/09/01,23:23,23.5,90,,0,,0,west,973
2024/09/01,23:27,23.6,90,,0,,0,west,973
2024/09/01,23:33,23.6,90,,0,,0,west,973
2024/09/01,23:37,23.4,90,,0,,0,west,974
2024/09/01,23:42,23.4,90,,0,,0,west,973
2024/09/01,23:47,23.3,90,,0,,0,west,973
2024/09/01,23:52,23.1,90,,0,,0,west,973
2024/09/01,23:57,23.2,90,,0,,0,west,973
2024/09/02,00:02,23.2,90,,0,0,0,west,973
2024/09/02,00:07,23.2,90,,0,,0,west,973
2024/09/02,00:12,23,90,,0,,0,west,973
2024/09/02,00:17,23.1,90,,0,,0,west,973
2024/09/02,00:22,22.9,90,,0,,0,west,973
2024/09/02,00:27,23,90,,0,,0,west,973
2024/09/02,00:32,23.1,90,,0,,0,west,973
2024/09/02,00:37,23.2,90,,0,,0,west,973
2024/09/02,00:37,23.2,90,,0,,0,west,973
2024/09/02,00:42,23.4,90,,0,,0,west,973
2024/09/02,00:47,23.1,90,,0,,0,west,973
2024/09/02,00:52,23.1,90,,0,,0,west,973
2024/09/02,00:57,23.1,90,,0,,0,west,973
2024/09/02,01:02,23,90,,0,0,0,west,973
2024/09/02,01:07,23,90,,0,,0,west,973
2024/09/02,01:12,23.1,90,,0,,0,west,973
2024/09/02,01:17,23,90,,0,,0,west,973
2024/09/02,01:22,22.9,90,,0,,0,west,973
2024/09/02,01:27,22.9,90,,0,,0,west,973
2024/09/02,01:32,22.9,90,,0,,0,west,973
2024/09/02,01:37,23,90,,0,,0,west,973
2024/09/02,01:42,23.2,90,,0,,0,west,973
2024/09/02,01:47,23.4,90,,0,,0,west,973
2024/09/02,01:52,23.5,90,,0,,0,west,973
2024/09/02,01:57,23.5,90,,0,,0,west,973
2024/09/02,02:02,23.3,90,,0,0,0,west,973
2024/09/02,02:07,23.3,90,,0,,0,west,973
2024/09/02,02:12,23.3,90,,0,,0,west,973
2024/09/02,02:17,23.4,90,,0,,0,west,973
2024/09/02,02:22,23.5,90,,0,,0,west,973
2024/09/02,02:27,23.5,90,,0,,0,west,973
2024/09/02,02:32,23.5,90,,0,,0,west,973
2024/09/02,02:37,23.4,90,,0,,0,west,973
2024/09/02,02:42,23.4,90,,0,,0,west,972
2024/09/02,02:47,23.4,90,,0,,0,west,973
2024/09/02,02:52,23.4,90,,0,,0,west,973
2024/09/02,02:57,23.3,90,,0,,0,west,973
2024/09/02,03:02,23.3,90,,0,0,0,west,973
2024/09/02,03:07,23.3,90,,0,,0,west,973
2024/09/02,03:12,23.4,90,,0,,0,west,973
2024/09/02,03:17,23.3,90,,0,,0,west,972
2024/09/02,03:22,23.3,90,,0,,0,west,973
2024/09/02,03:27,23.3,90,,0,,0,west,973
2024/09/02,03:32,23.3,90,,0,,0,west,973
2024/09/02,03:37,23.4,90,,0,,0,west,973
2024/09/02,03:42,23.3,90,,0,,0,west,973
2024/09/02,03:47,23.4,90,,0,,0,west,973
2024/09/02,03:52,23.3,90,,0,,0,west,973
2024/09/02,03:57,23.2,90,,0,,0,west,973
2024/09/02,04:02,23.3,90,,0,0,0,west,973
2024/09/02,04:07,23.3,90,,0,,0,west,972
2024/09/02,04:12,23.3,90,,0,,0,west,973
2024/09/02,04:17,23.2,90,,0,,0,west,972
2024/09/02,04:22,23.3,90,,0,,0,west,972
2024/09/02,04:27,23.2,90,,0,,0,west,972
2024/09/02,04:32,23.2,90,,0,,0,west,972
2024/09/02,04:37,23.2,90,0,0,,0,west,972
2024/09/02,04:42,23.2,90,0,0,,0,west,972
2024/09/02,04:47,23.2,90,0,0,,0,west,972
2024/09/02,04:52,23.1,90,0,0,,0,west,972
2024/09/02,04:57,23.1,90,0,0,,0,west,972
2024/09/02,05:02,23,90,0,0,0,0,west,973
2024/09/02,05:07,22.9,90,0,0,,0,west,973
2024/09/02,05:12,23,90,0,0,,0,west,973
2024/09/02,05:17,23,90,0,0,,0,west,973
2024/09/02,05:22,23,90,130,0,,0,west,973
2024/09/02,05:27,23,90,261,0,,0,west,973
2024/09/02,05:32,23,90,392,0,,0,west,973
2024/09/02,05:37,23,90,392,0,,0,west,973
2024/09/02,05:42,22.9,90,392,0,,0,west,973
2024/09/02,05:47,23,90,523,0,,0,west,973
2024/09/02,05:52,23.1,90,523,0,,0,west,973
2024/09/02,05:57,23.2,90,1045,0,,0,west,973
2024/09/02,06:02,23.2,90,914,0,0,0,west,973
2024/09/02,06:07,23.2,90,1307,0,,0,west,973
2024/09/02,06:12,23.3,90,1699,0,,0,west,973
2024/09/02,06:17,23.4,90,2221,0,,0,west,973
2024/09/02,06:22,23.5,90,2483,0,,0,west,973
2024/09/02,06:27,23.7,90,2875,0,,0,west,973
2024/09/02,06:32,24.1,90,3397,0,,0,west,973
2024/09/02,06:37,24.2,90,4051,0,,0,west,973
2024/09/02,06:42,24.5,90,4312,0,,0,west,973
2024/09/02,06:47,25.7,90,15812,0,,0,west,973
2024/09/02,06:52,26.7,90,7318,0,,0,west,973
2024/09/02,06:57,26.3,90,7710,0,,0,west,973
2024/09/02,07:02,27,90,7841,0,0,0,west,973
2024/09/02,07:07,27.2,90,7971,0,,0,west,973
2024/09/02,07:12,27.6,90,8363,0,,0,northwest,973
2024/09/02,07:17,28.7,90,9278,0,,0,west,973
2024/09/02,07:22,28.9,90,9017,0,,0,northwest,973
2024/09/02,07:27,28.6,90,10715,0,,0,west,973
2024/09/02,07:32,27.8,90,9539,0,,0,northwest,973
2024/09/02,07:37,26.7,90,7710,0,,0,north,973
2024/09/02,07:42,27.6,90,8233,0,,0,north,973
2024/09/02,07:47,27,90,10715,0,,0,northwest,973
2024/09/02,07:52,26.9,90,27050,0,,0,northwest,973
2024/09/02,07:57,27.2,90,21431,0,,0,northwest,973
2024/09/02,08:02,27.9,90,36460,0,0,0,northwest,973
2024/09/02,08:07,27.9,90,24698,0,,0,northwest,973
2024/09/02,08:12,28.4,90,36067,0,,0,northwest,973
2024/09/02,08:17,30.3,90,47306,0,,0,northwest,973
2024/09/02,08:22,28,90,19471,0,,0,northwest,974
2024/09/02,08:27,28.6,90,15420,0,,0,northwest,974
2024/09/02,08:32,27.3,90,6795,0,,0,northwest,974
2024/09/02,08:37,26.7,90,3267,0,,0,northwest,974
2024/09/02,08:42,26.6,90,2875,0,,0,northwest,974
2024/09/02,08:47,26.5,90,2352,0,,0,west,974
2024/09/02,08:52,26.1,90,2221,0,,0,west,975
2024/09/02,08:57,25.9,90,3136,0,,0,northwest,975
2024/09/02,09:02,25.8,90,1568,0,0,0,northwest,975
2024/09/02,09:07,25.8,90,1437,0,,0,northwest,975
2024/09/02,09:12,25.6,90,523,0,,0,northwest,975
2024/09/02,09:17,25.4,90,784,0,,0,northwest,975
2024/09/02,09:22,25.4,90,2221,0,,0,north,975
2024/09/02,09:27,25.3,90,1568,0,,0,north,975
2024/09/02,09:32,25.2,90,2090,0,,0,northwest,975
2024/09/02,09:37,25.2,90,2352,0,,0,west,975
2024/09/02,09:37,25.2,90,2352,0,,0,west,975
2024/09/02,09:42,24.8,90,1829,0,,0,west,975
2024/09/02,09:42,24.8,90,1829,0,,0,west,975
2024/09/02,09:47,24.6,90,1829,0,,0,west,975
2024/09/02,09:52,24.4,90,1699,0,,0,southwest,975
2024/09/02,09:57,24,90,2352,0.4,,0,northwest,976
2024/09/02,10:02,23.7,90,5488,0,0.4,0.3,northwest,976
2024/09/02,10:07,23.4,90,4835,0.4,,0,southwest,976
2024/09/02,10:12,23.2,90,3005,0,,0,west,976
2024/09/02,10:17,23.1,90,5619,0,,0,west,976
2024/09/02,10:22,23,90,5881,0,,0,west,976
2024/09/02,10:27,22.9,90,2614,0.4,,0,west,976
2024/09/02,10:32,22.8,90,2744,0,,0,southwest,976
2024/09/02,10:37,22.8,90,2875,0,,0,west,976
2024/09/02,10:42,22.8,90,2614,0,,0,southwest,976
2024/09/02,10:47,22.7,90,2614,0.4,,0,west,976
2024/09/02,10:52,22.7,90,1437,0,,0,west,976
2024/09/02,10:57,22.6,90,1176,0,,0,west,976
2024/09/02,11:02,22.6,90,1568,0,1.2,0,west,976
2024/09/02,11:07,22.5,90,1176,0.4,,0,northwest,976
2024/09/02,11:12,22.5,90,1045,0.4,,0,west,976
2024/09/02,11:17,22.5,90,1176,0,,0,northwest,976
2024/09/02,11:17,22.5,90,1176,0,,0,northwest,976
2024/09/02,11:22,22.6,90,1699,0,,0,west,976
2024/09/02,11:27,22.5,90,1307,0,,0,west,976
2024/09/02,11:32,22.7,90,2483,0,,0,west,976
2024/09/02,11:37,22.7,90,2614,0,,0,northwest,976
2024/09/02,11:42,22.6,90,3397,0,,0,west,976
2024/09/02,11:47,22.6,90,3528,0.4,,0,west,976
2024/09/02,11:52,22.5,90,4574,0,,0,west,976
2024/09/02,11:57,22.7,90,5096,0,,0,west,976
2024/09/02,12:02,22.6,90,3790,0,1.2,0,west,976
2024/09/02,12:07,22.4,90,3659,0,,0,west,976
2024/09/02,12:12,22.5,90,3397,0,,0,west,976
2024/09/02,12:17,22.5,90,3397,0,,0,west,976
2024/09/02,12:22,22.6,90,3136,0,,0,west,976
2024/09/02,12:27,22.7,90,2875,0,,0,west,976
2024/09/02,12:32,22.7,90,2614,0,,0,west,976
2024/09/02,12:37,22.7,90,1829,0,,0,west,976
2024/09/02,12:42,22.7,90,1437,0,,0,west,976
2024/09/02,12:47,22.7,90,1307,0,,0,west,976
2024/09/02,12:52,22.7,90,1045,0,,0,west,976
2024/09/02,12:57,22.7,90,1176,0,,0,west,976
2024/09/02,13:02,22.5,90,1568,0,0,0,west,976
2024/09/02,13:07,22.6,90,1568,0,,0,west,976
2024/09/02,13:12,22.7,90,1437,0,,0,west,976
2024/09/02,13:17,22.8,90,1568,0,,0,west,976
2024/09/02,13:22,22.8,90,1699,0,,0,west,976
2024/09/02,13:27,22.8,90,1960,0,,0,west,976
2024/09/02,13:32,22.9,90,2090,0,,0,west,976
2024/09/02,13:37,22.8,90,1437,0,,0,west,976
2024/09/02,13:42,22.5,90,1307,0,,0,west,976
2024/09/02,13:47,22.6,90,1699,0,,0,west,976
2024/09/02,13:52,22.7,90,1829,0.4,,0,north,976
2024/09/02,13:57,22.5,90,1699,0,,0,west,976
2024/09/02,14:02,22.7,90,1568,0,0.4,0,west,976
2024/09/02,14:07,22.5,90,1960,0,,0,northwest,976
2024/09/02,14:12,22.7,90,2221,0,,0,northwest,976
2024/09/02,14:17,22.8,90,2221,0.4,,0,northwest,976
2024/09/02,14:22,22.8,90,1568,0,,0,northwest,976
2024/09/02,14:27,22.8,90,1176,0,,0,northwest,976
2024/09/02,14:32,22.8,90,1176,0,,0,northwest,976
2024/09/02,14:37,22.8,90,1176,0,,0,northwest,976
2024/09/02,14:42,22.8,90,914,0,,0,northwest,976
2024/09/02,14:47,22.6,90,914,0,,0,northwest,976
2024/09/02,14:52,22.7,90,1176,0,,0,northwest,976
2024/09/02,14:57,22.6,90,914,0,,0,northwest,976
