date,time,temperature,humidity,light,rainfall_5min,rainfall_1hour,wind_speed,wind_direction,atmospheric_pressure
2024/09/01,12:08,30.8,83.6,11891,0,,0,north,972
2024/09/01,12:13,30.6,85.1,9148,0,,0,northwest,972
2024/09/01,12:18,31.4,84,9148,0,,0,northwest,972
2024/09/01,12:23,31.2,84.2,12806,0,,0,northwest,972
2024/09/01,12:28,31.6,84.3,10585,0,,0,west,972
2024/09/01,12:33,31,83.2,61550,0,,0,northwest,972
2024/09/01,12:38,32,76.5,86510,0,,0,west,972
2024/09/01,12:43,32.1,80.7,11369,0,,0,west,972
2024/09/01,12:48,31.6,83.5,12545,0,,0,southwest,972
2024/09/01,12:53,32.2,79.9,12022,0,,0,west,972
2024/09/01,12:53,32.2,79.9,12022,0,,0,west,972
2024/09/01,12:58,32.7,84.7,11369,0,,0,west,972
2024/09/01,13:03,33.8,71.8,84289,0,0,0,southwest,972
2024/09/01,13:08,33.3,79.1,40641,0,,0,southwest,972
2024/09/01,13:13,32,77.2,78669,0,,0,west,972
2024/09/01,13:18,32.9,76.5,84419,0,,0,southwest,972
2024/09/01,13:23,32.5,71.9,10324,0,,0,southwest,972
2024/09/01,13:28,33.7,74.9,87425,0,,0,southwest,972
2024/09/01,13:28,33.7,74.9,87425,0,,0,southwest,972
2024/09/01,13:33,33.2,72.1,90692,0,,0,southwest,972
2024/09/01,13:38,34.5,73.6,89516,0,,0,southwest,972
2024/09/01,13:43,33.2,71.7,35022,0,,0,southwest,972
2024/09/01,13:48,35.4,66.4,91214,0,,0,southwest,972
2024/09/01,13:53,33.7,69,86902,0,,0,southwest,972
2024/09/01,13:53,33.7,69,86902,0,,0,southwest,972
2024/09/01,13:58,33.5,69.9,61811,0,,0,south,972
2024/09/01,14:03,33.2,72.4,92783,0,0,0,west,972
2024/09/01,14:03,33.2,72.4,92783,0,,0,west,972
2024/09/01,14:08,33,75.4,7710,0,,0,southwest,971
2024/09/01,14:13,34.2,70.1,89908,0,,0,northwest,972
2024/09/01,14:18,33.6,70.7,61681,0,,0,south,972
2024/09/01,14:23,33.1,69.7,88078,0,,0,southwest,972
2024/09/01,14:28,33.5,69.1,10193,0,,0,south,972
2024/09/01,14:33,32.9,71.6,80237,0,,0,southwest,972
2024/09/01,14:38,33.6,71.2,14113,0,,0,south,972
2024/09/01,14:43,33.4,70.2,84289,0,,0,southeast,972
2024/09/01,14:48,32.5,73.6,36067,0,,0,southwest,972
2024/09/01,14:53,31.9,79.3,19210,0,,0,south,972
2024/09/01,14:58,31,79.6,18818,0,,0,northwest,972
2024/09/01,15:03,32.6,81.2,62987,0,0,0,northeast,972
2024/09/01,15:08,33.3,71.8,17380,0,,0,east,972
2024/09/01,15:13,32.7,73.2,70175,0,,0,southeast,972
2024/09/01,15:18,31.7,77.2,16465,0,,0,southeast,972
2024/09/01,15:23,31.1,78.8,53579,0,,0,southeast,972
2024/09/01,15:28,31.8,74.4,63641,0,,0,north,972
2024/09/01,15:33,32.4,72,19863,0,,0,northeast,972
2024/09/01,15:38,31.2,78.8,11761,0,,0,southeast,972
2024/09/01,15:43,31,78,8102,0,,0,west,972
2024/09/01,15:48,30.6,80.1,7971,0,,0,southeast,972
2024/09/01,15:53,30.2,81,6795,0,,0,west,972
2024/09/01,15:58,30.3,80.9,4443,0,,0,southwest,972
2024/09/01,16:03,30.1,79.1,5357,0,0,0,west,972
2024/09/01,16:08,30.2,80.4,5881,0,,0,south,972
2024/09/01,16:13,30.1,80.4,4835,0,,0,west,972
2024/09/01,16:18,29.9,81.9,2875,0,,0,southwest,972
2024/09/01,16:23,29.6,84.3,2744,0,,0,southwest,972
2024/09/01,16:28,29.6,82,3659,0,,0,northwest,972
2024/09/01,16:33,29.7,82,2744,0,,0,northwest,972
2024/09/01,16:38,29.9,86.4,3659,0,,0,northwest,972
2024/09/01,16:43,29.8,86.6,3659,0,,0,northwest,972
2024/09/01,16:48,29.2,90,3005,0,,0,west,972
2024/09/01,16:53,29,90,2744,0,,0,northwest,972
2024/09/01,16:58,28.5,90,3397,0,,0,northwest,972
2024/09/01,17:03,29.1,90,13460,0,0,0,northwest,972
2024/09/01,17:08,29.4,90,12806,0,,0,northwest,972
2024/09/01,17:13,29.1,90,9539,0,,0,north,972
2024/09/01,17:18,29,90,8233,0,,0,northwest,972
2024/09/01,17:23,28.8,90,6926,0,,0,northwest,972
2024/09/01,17:28,28.3,90,4704,0,,0,northwest,972
2024/09/01,17:33,27.7,90,3528,0,,0,northwest,972
2024/09/01,17:38,27.4,90,1829,0,,0,west,972
2024/09/01,17:43,26.8,90,784,0,,0,west,972
2024/09/01,17:48,26.3,90,523,0,,0,northwest,973
2024/09/01,17:53,26,90,261,0,,0,west,973
2024/09/01,17:58,25.9,90,130,0,,0,west,973
2024/09/01,18:03,25.8,90,130,0,0,0,west,973
2024/09/01,18:08,25.6,90,130,0,,0,west,973
2024/09/01,18:13,25.4,90,0,0,,0,west,973
2024/09/01,18:18,25.4,90,0,0,,0,west,973
2024/09/01,18:23,25.3,90,0,0,,0,west,973
2024/09/01,18:28,25.2,90,0,0,,0,west,973
2024/09/01,18:33,25.1,90,0,0,,0,west,973
2024/09/01,18:38,25,90,0,0,,0,west,973
2024/09/01,18:43,24.9,90,0,0,,0,west,973
2024/09/01,18:48,24.9,90,0,0,,0,west,973
2024/09/01,18:53,25,90,,0,,0,west,973
2024/09/01,18:58,24.9,90,,0,,0,west,973
2024/09/01,19:03,24.6,90,,0,0,0,west,973
2024/09/01,19:08,24.7,90,,0,,0,west,974
2024/09/01,19:13,24.7,90,,0,,0,west,974
2024/09/01,19:18,24.7,90,,0,,0,west,973
2024/09/01,19:23,24.5,90,,0,,0,west,974
2024/09/01,19:28,24.4,90,,0,,0,west,974
2024/09/01,19:33,24.3,90,,0,,0,west,974
2024/09/01,19:38,24.2,90,,0,,0,west,974
2024/09/01,19:43,24.1,90,,0,,0,west,974
2024/09/01,19:48,24.2,90,,0,,0,west,974
2024/09/01,19:53,24.2,90,,0,,0,west,974
2024/09/01,19:58,24.1,90,,0,,0,west,974
2024/09/01,20:03,24.2,90,,0,0,0,west,974
2024/09/01,20:08,24.1,90,,0,,0,west,974
2024/09/01,20:13,24.2,90,,0,,0,west,974
2024/09/01,20:18,24.3,90,,0,,0,west,974
2024/09/01,20:23,24.1,90,,0,,0,west,974
2024/09/01,20:28,24.1,90,,0,,0,west,974
2024/09/01,20:33,24.3,90,,0,,0,west,974
2024/09/01,20:38,24.4,90,,0,,0,west,974
2024/09/01,20:43,24.2,90,,0,,0,west,974
2024/09/01,20:48,24.2,90,,0,,0,west,974
2024/09/01,20:53,24.2,90,,0,,0,west,974
2024/09/01,20:58,24.3,90,,0,,0,west,974
2024/09/01,21:03,24.4,90,,0,0,0,west,974
2024/09/01,21:08,24.4,90,,0,,0,west,974
2024/09/01,21:13,24.3,90,,0,,0,northwest,974
2024/09/01,21:18,24.2,90,,0,,0,west,974
2024/09/01,21:23,24.2,90,,0,,0,west,974
2024/09/01,21:28,24.3,90,,0,,0,west,974
2024/09/01,21:33,24.3,90,,0,,0,west,974
2024/09/01,21:38,24.3,90,,0,,0,west,974
2024/09/01,21:43,24.3,90,,0,,0,west,974
2024/09/01,21:48,24.3,90,,0,,0,west,974
2024/09/01,21:53,24.3,90,,0,,0,west,974
2024/09/01,21:58,24.3,90,,0,,0,west,974
2024/09/01,22:03,24.3,90,,0,0,0,west,974
2024/09/01,22:08,24.2,90,,0,,0,west,974
2024/09/01,22:08,24.2,90,,0,,0,west,974
2024/09/01,22:13,24.2,90,,0,,0,west,974
2024/09/01,22:18,24.1,90,,0,,0,west,974
2024/09/01,22:23,24.1,90,,0,,0,northwest,974
2024/09/01,22:28,24,90,,0,,0,northwest,974
2024/09/01,22:33,24,90,,0,,0,west,974
2024/09/01,22:38,24,90,,0,,0,west,974
2024/09/01,22:42,23.9,90,,0,,0,west,974
2024/09/01,22:48,24,90,,0,,0,southwest,974
2024/09/01,22:53,24,90,,0,,0,southwest,973
2024/09/01,22:58,24,90,,0,,0,west,973
2024/09/01,23:03,23.9,90,,0,0,0,west,973
2024/09/01,23:08,23.8,90,,0,,0,west,973
2024/09/01,23:13,23.8,90,,0,,0,west,973
2024/09/01,23:18,23.7,90,,0,,0,west,973
2024/09/01,23:23,23.5,90,,0,,0,west,973
2024/09/01,23:27,23.6,90,,0,,0,west,973
2024/09/01,23:33,23.6,90,,0,,0,west,973
2024/09/01,23:37,23.4,90,,0,,0,west,974
2024/09/01,23:42,23.4,90,,0,,0,west,973
2024/09/01,23:47,23.3,90,,0,,0,west,973
2024/09/01,23:52,23.1,90,,0,,0,west,973
2024/09/01,23:57,23.2,90,,0,,0,west,973
